Date,index,Store,Dept,Weekly_Sales,IsHoliday_x,rolling_12w,rolling_std_12w,week_of_year,trend,seasonal,residual,Weekly_Sales_log,Weekly_Sales_diff,lag_1,lag_2,lag_3,lag_4,rolling_mean_4,rolling_std_4,rolling_mean_12,rolling_std_12,month,quarter,year,IsHoliday_y,IsHoliday
2012-01-27,103,1,1,18378.16,False,25280.739166666663,10844.883012442877,4,22785.538557692307,-4417.885481693786,10.506924001478184,9.81897269301548,13.06000000000131,18365.1,16894.4,16567.69,23350.88,17551.337499999994,956.551817044467,25280.739166666666,10844.883012442877,1,1,2012,False,False
2012-02-03,104,1,1,23510.49,False,25682.485,10666.342314928175,5,22796.514807692307,-246.87884707840067,960.8540393860952,10.065244516812122,5132.330000000002,18378.16,18365.1,16894.4,16567.69,19287.0375,2900.47652924327,25682.484999999997,10666.342314928177,2,1,2012,False,False
2012-02-10,105,1,1,36988.49,True,27177.30416666667,10906.671337507538,6,22824.52336538461,14604.252018306212,-440.2853836908307,10.518389097221313,13477.999999999996,23510.49,18378.16,18365.1,16894.4,24310.559999999998,8792.267160435134,27177.30416666667,10906.671337507538,2,1,2012,True,True
2012-02-17,106,1,1,54060.1,False,29939.70833333333,13143.823409237331,7,22865.11557692308,27608.95466253698,3586.029760539939,10.897870167385172,17071.61,36988.49,23510.49,18378.16,18365.1,33234.31,15948.513669632857,29939.708333333332,13143.823409237331,2,1,2012,False,False
2012-02-24,107,1,1,20124.22,False,29508.935833333333,13392.300091012588,8,22907.33182692308,-3110.0202413091706,326.9084143860914,9.909729033904032,-33935.88,54060.1,36988.49,23510.49,18378.16,33670.825,15421.547159911228,29508.935833333333,13392.300091012587,2,1,2012,False,False
2012-03-02,108,1,1,20113.03,False,28409.52833333333,13592.28495895363,9,22937.63951923077,-2638.2011547707084,-186.40836446006097,9.909172860501773,-11.190000000002328,20124.22,54060.1,36988.49,23510.49,32821.45999999999,16239.540887937672,28409.528333333332,13592.28495895363,3,1,2012,False,False
2012-03-09,109,1,1,21140.07,False,26356.781666666662,12551.859414086708,10,22956.665096153847,-1651.00774130917,-165.58735484467752,9.958972873091302,1027.0400000000009,20113.03,20124.22,54060.1,36988.49,28859.354999999996,16807.396129284854,26356.781666666666,12551.859414086708,3,1,2012,False,False
2012-03-16,110,1,1,22366.88,False,24321.62583333333,10794.748708199377,11,22972.59230769231,-1512.5609143860952,906.8486066937862,10.01538128021228,1226.8100000000013,21140.07,20113.03,20124.22,54060.1,20936.049999999996,1068.5392706242283,24321.625833333335,10794.748708199377,3,1,2012,False,False
2012-03-23,111,1,1,22107.7,False,24218.0275,10810.865431472284,12,22996.37057692308,-1375.4032701553265,486.73269323224713,10.003726475198416,-259.1800000000003,22366.88,21140.07,20113.03,20124.22,21431.92,1025.585371807808,24218.0275,10810.865431472284,3,1,2012,False,False
2012-03-30,112,1,1,28952.86,False,25250.125,10603.306504433163,13,23015.62375,1805.7553836908296,4131.480866309172,10.273458807446376,6845.16,22107.7,22366.88,21140.07,20113.03,23641.877499999995,3579.799580464131,25250.125,10603.306504433165,3,1,2012,False,False
2012-04-06,113,1,1,57592.12,False,28641.601666666666,13734.13904914706,14,23032.13355769231,17875.87932599852,16684.107116309173,10.961158395105482,28639.26,28952.86,22107.7,22366.88,21140.07,32754.889999999996,16858.398825214677,28641.601666666666,13734.139049147061,4,2,2012,False,False
2012-04-13,114,1,1,34684.21,False,30001.5275,13428.619976931988,15,23039.761923076927,8893.608027921595,2750.8400490014774,10.454068650291488,-22907.910000000003,57592.12,28952.86,22107.7,22366.88,35834.222499999996,15389.38164417351,30001.5275,13428.619976931988,4,2,2012,False,False
2012-04-20,115,1,1,16976.19,False,29884.69666666667,13544.536405902054,16,23044.76125,10940.356970229288,-17008.92822022929,9.73962595736019,-17708.02,34684.21,57592.12,28952.86,22107.7,34551.344999999994,17040.384123977357,29884.69666666667,13544.536405902054,4,2,2012,False,False
2012-04-27,116,1,1,16347.6,False,29287.789166666666,14001.12340859408,17,23012.495673076926,6187.716825998517,-12852.612499075443,9.701897545747892,-628.5899999999983,16976.19,34684.21,57592.12,28952.86,31400.03,19420.21477817207,29287.789166666666,14001.123408594081,4,2,2012,False,False
2012-05-04,117,1,1,17147.44,False,27634.36833333333,14179.459224424758,18,,-2316.716924001483,,9.749662486357655,799.8399999999983,16347.6,16976.19,34684.21,57592.12,21288.859999999993,8936.85131269021,27634.368333333332,14179.459224424758,5,2,2012,False,False
2012-05-11,118,1,1,18164.2,False,24643.04333333333,11660.4077347386,19,,-5265.78894323225,,9.80726295477911,1016.760000000002,17147.44,16347.6,16976.19,34684.21,17158.857499999995,753.2927824941013,24643.043333333335,11660.4077347386,5,2,2012,False,False
2012-05-18,119,1,1,18517.79,False,24509.174166666668,11726.039812695404,20,,-7351.062500924556,,9.826541171292543,353.59000000000015,18164.2,17147.44,16347.6,16976.19,17544.257499999996,986.8379692183717,24509.174166666668,11726.039812695404,5,2,2012,False,False
2012-05-25,120,1,1,16963.55,False,24246.7175,11867.770967418162,21,,-6761.519231693786,,9.738881151667591,-1554.2400000000016,18517.79,18164.2,17147.44,16347.6,17698.244999999995,759.8093971732036,24246.7175,11867.770967418162,5,2,2012,False,False
2012-06-01,121,1,1,16065.49,False,23823.83583333333,12077.097570328177,22,,-6115.766250924555,,9.684491015459503,-898.0599999999995,16963.55,18517.79,18164.2,17147.44,17427.757499999996,1125.726395336676,23823.83583333333,12077.097570328177,6,2,2012,False,False
2012-06-08,122,1,1,17666.0,False,23432.09583333333,12204.223717722016,23,,-6710.4750970784025,,9.77945377161268,1600.5100000000002,16065.49,16963.55,18517.79,18164.2,17303.207499999997,1041.4958592449482,23432.09583333333,12204.223717722016,6,2,2012,False,False
2012-06-15,123,1,1,17558.82,False,23053.022500000003,12319.204621834186,24,,-7641.563174001478,,9.773368616567094,-107.18000000000028,17666.0,16065.49,16963.55,18517.79,17063.464999999997,733.5671089723395,23053.022500000003,12319.204621834186,6,2,2012,False,False
2012-06-22,124,1,1,16633.41,False,22026.40166666667,12296.144132352189,25,,-6857.205577847635,,9.719228720435558,-925.41,17558.82,17666.0,16065.49,16963.55,16980.929999999997,766.3937849865664,22026.40166666667,12296.144132352187,6,2,2012,False,False
2012-06-29,125,1,1,15722.82,False,18537.29333333333,5151.125768225738,26,,-7129.244616309168,,9.66293203900739,-910.59,16633.41,17558.82,17666.0,16065.49,16895.262499999997,908.7597770722294,18537.29333333333,5151.125768225738,6,2,2012,False,False
2012-07-06,126,1,1,17823.37,False,17132.22333333333,851.2649255224243,27,,-6390.1222124630185,,9.788321901039383,2100.5499999999997,15722.82,16633.41,17558.82,17666.0,16934.604999999996,955.4560701044127,17132.22333333333,851.2649255224243,7,3,2012,False,False
2012-07-13,127,1,1,16566.18,False,17098.055833333332,866.19446405195,28,,-6885.278270155322,,9.71517890885205,-1257.1899999999987,17823.37,15722.82,16633.41,17558.82,16686.444999999996,863.7993551163174,17098.055833333332,866.19446405195,7,3,2012,False,False
2012-07-20,128,1,1,16348.06,False,17098.094166666666,866.1582429271274,29,,-6778.896827847631,,9.70192568231791,-218.1200000000008,16566.18,17823.37,15722.82,16633.41,16615.107499999995,881.2459965059127,17098.094166666666,866.1582429271274,7,3,2012,False,False
2012-07-27,129,1,1,15731.18,False,16980.0725,951.1429049416892,30,,-6632.13115477071,,9.663463575133845,-616.8799999999992,16348.06,16566.18,17823.37,15722.82,16617.1975,878.4298282111281,16980.0725,951.1429049416892,7,3,2012,False,False
2012-08-03,130,1,1,16628.31,False,16852.08166666667,877.8279061499558,31,,-6365.020145155324,,9.718922080045369,897.130000000001,15731.18,16348.06,16566.18,17823.37,16318.432499999997,409.53069737326376,16852.08166666667,877.8279061499558,8,3,2012,False,False
2012-08-10,131,1,1,16119.92,False,16652.259166666667,723.5473369760728,32,,-7678.592597078403,,9.687873086392374,-508.3900000000013,16628.31,15731.18,16348.06,16566.18,16206.867499999997,379.20424060264855,16652.259166666667,723.5473369760728,8,3,2012,False,False
2012-08-17,132,1,1,17330.7,False,16682.855,745.3415909077073,33,,-7518.413895155325,,9.760292473686226,1210.7800000000009,16119.92,16628.31,15731.18,16348.06,16452.527499999997,691.1479320360431,16682.855,745.3415909077073,8,3,2012,False,False
2012-08-24,133,1,1,16286.4,False,16701.264166666664,731.3030222142597,34,,-7630.869424001477,,9.698147081736586,-1044.300000000001,17330.7,16119.92,16628.31,15731.18,16591.332499999997,536.421852113023,16701.264166666664,731.3030222142597,8,3,2012,False,False
2012-08-31,134,1,1,16680.24,False,16619.1175,665.4865002817779,35,,-7032.184664386094,,9.722040013677196,393.840000000002,16286.4,17330.7,16119.92,16628.31,16604.314999999995,538.2404162633701,16619.1175,665.4865002817779,8,3,2012,False,False
2012-09-07,135,1,1,18322.37,True,16682.74666666667,788.6143972282141,36,,-4813.219904770707,,9.8159325732761,1642.1299999999974,16680.24,16286.4,17330.7,16119.92,17154.927499999998,889.4729157340106,16682.74666666667,788.6143972282141,9,3,2012,True,True
2012-09-14,136,1,1,19616.22,False,16931.314166666667,1156.107945915429,37,,-3840.646635539941,,9.884163030929209,1293.8500000000022,18322.37,16680.24,16286.4,17330.7,17726.307499999995,1537.817781216084,16931.314166666667,1156.1079459154287,9,3,2012,False,False
2012-09-21,137,1,1,19251.5,False,17225.370833333334,1264.4658836656029,38,,-4775.883606693787,,9.865396201413406,-364.7200000000012,19616.22,18322.37,16680.24,16286.4,18467.582499999997,1310.1621573521677,17225.370833333334,1264.4658836656029,9,3,2012,False,False
2012-09-28,138,1,1,18947.81,False,17319.07416666667,1351.4787720357735,39,,-3394.9591836168643,,9.849496411704996,-303.6899999999987,19251.5,19616.22,18322.37,16680.24,19034.475,547.7625546706794,17319.07416666667,1351.4787720357735,9,3,2012,False,False
2012-10-05,139,1,1,21904.47,False,17763.931666666667,1862.9319648527487,40,,-452.34706823225,,9.994491656306334,2956.66,18947.81,19251.5,19616.22,18322.37,19930.0,1344.3770695503058,17763.931666666667,1862.9319648527487,10,4,2012,False,False
2012-10-12,140,1,1,22764.01,False,18298.594166666662,2291.1171046317145,41,,2330.300335613903,,10.032979987039596,859.5399999999972,21904.47,18947.81,19251.5,19616.22,20716.9475,1904.2109858655335,18298.594166666666,2291.1171046317145,10,4,2012,False,False
2012-10-19,141,1,1,24185.27,False,19003.101666666666,2694.215360754337,42,,1663.6306721523663,,10.093540395765917,1421.260000000002,22764.01,21904.47,18947.81,19251.5,21950.39,2211.6555956717057,19003.101666666666,2694.215360754337,10,4,2012,False,False
2012-10-26,142,1,1,27390.81,False,19899.976666666666,3502.053409966923,43,,12323.628893306211,,10.217999342585635,3205.540000000001,24185.27,22764.01,21904.47,18947.81,24061.14,2410.8008552897813,19899.976666666666,3502.053409966923,10,4,2012,False,False
